生成的PPT文件保存为：cef_fonts_cjk\unicode_flash_mob_1.pptx
PPT创建进度: 100%|█████| 13277/13277 [13:46<00:00, 16.06slide/s]
         1236702138 function calls (1235652611 primitive calls) in 826.538 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:152(wrapper_setattr)
        3    0.000    0.000    0.000    0.000 re\_parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 re\_parser.py:86(opengroup)
       11    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 re\_compiler.py:398(_simple)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\parts\image.py:28(__init__)
        5    0.000    0.000    0.000    0.000 multiprocessing\reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 multiprocessing\reduction.py:251(AbstractReducer)
       11    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:220(Process)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        7    0.000    0.000    0.000    0.000 re\_parser.py:113(__init__)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        4    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:63(__init__)
        1    0.000    0.000    0.000    0.000 zipfile\__init__.py:1494(namelist)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 threading.py:1036(_set_ident)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:332(SpawnProcess)
        1    0.000    0.000    0.000    0.000 multiprocessing\util.py:185(Finalize)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        7    0.000    0.000    0.000    0.000 re\_compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 threading.py:1040(_set_native_id)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        5    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       11    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 threading.py:837(_newname)
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        8    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\_distutils_hack\__init__.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 multiprocessing\process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 multiprocessing\util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 subprocess.py:215(Handle)
        2    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        3    0.000    0.000    0.000    0.000 re\_parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\parts\presentation.py:89(rename_slide_parts)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 threading.py:1483(current_thread)
        3    0.000    0.000    0.000    0.000 re\_compiler.py:31(_combine_flags)
        3    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:226(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:328(Event)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:1234(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1354(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        5    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 multiprocessing\util.py:371(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 subprocess.py:192(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 encodings\cp437.py:9(Codec)
        3    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:303(_is_dir)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\compat\python3.py:15(is_string)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:130(Semaphore)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:449(__init__)
        1    0.000    0.000    0.000    0.000 multiprocessing\reduction.py:104(DupHandle)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:67(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:164(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:231(__init__)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:203(__init__)
        1    0.000    0.000    0.000    0.000 encodings\cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 multiprocessing\process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 multiprocessing\reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 multiprocessing\util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:342(package)
        1    0.000    0.000    0.000    0.000 encodings\cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 multiprocessing\process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:170(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:26(__init__)
        1    0.000    0.000    0.000    0.000 encodings\cp437.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 re\_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 encodings\cp437.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 multiprocessing\process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:344(SpawnContext)
        1    0.000    0.000    0.000    0.000 multiprocessing\util.py:48(debug)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:206(__enter__)
        1    0.000    0.000    0.000    0.000 zipfile\__init__.py:1388(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
